property_type,place_with_parent_names,lat-lon,price,currency,surface_covered_in_m2
house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",13200000,MXN,764
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.375618,-99.194918",1766520,MXN,90
apartment,|Gustavo A. Madero|Distrito Federal|México|,,711400,MXN,53
apartment,|Benito Juárez|Distrito Federal|México|,"19.380937,-99.179545",3160000,MXN,98
house,|Benito Juárez|Quintana Roo|México|,"20.889977131,-86.8614721298",2500000,USD,800
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446524,-99.142241",760000,MXN,50
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.41526,-99.075364",561200,MXN,75
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.469689,-99.085457",780000,MXN,60
apartment,|Benito Juárez|Distrito Federal|México|,"19.364891,-99.148384",2557700,MXN,73
house,|Benito Juárez|Distrito Federal|México|,"19.376456,-99.145563",2804666,MXN,260
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.41275,-99.126007",681204,MXN,60
apartment,|Iztacalco|Distrito Federal|México|,"19.400097,-99.122093",1419000,MXN,44
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.419116,-99.161436",6500000,MXN,110
apartment,|Azcapotzalco|Distrito Federal|México|,"19.472155,-99.161186",1775000,MXN,65
house,|Benito Juárez|Distrito Federal|México|,"19.384426,-99.134831",1418190,MXN,280
apartment,|Benito Juárez|Distrito Federal|México|,"19.364891,-99.148384",2667200,MXN,61
apartment,|Coyoacán|Distrito Federal|México|,"19.354219,-99.126244",1174516,MXN,60
apartment,|Benito Juárez|Distrito Federal|México|,"19.380747,-99.155304",2810000,MXN,64
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",5087600,MXN,92
house,|Miguel Hidalgo|Distrito Federal|México|,"19.444862,-99.171016",3199000,MXN,109
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.427607,-99.160835",3364571,MXN,102
house,|Álvaro Obregón|Distrito Federal|México|,"19.355921,-99.180214",17400000,MXN,678
house,|La Magdalena Contreras|Distrito Federal|México|,"19.317922,-99.236124",3350000,MXN,350
apartment,|Solidaridad|Quintana Roo|México|,,630000,MXN,0
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.455525,-99.124086",1316000,MXN,54
house,|Solidaridad|Quintana Roo|México|,"20.6761035602,-87.0422905684",329000,USD,213
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.400249,-99.177444",3750000,MXN,97
house,|Álvaro Obregón|Distrito Federal|México|,"19.3605334,-99.2267067",40000000,MXN,1500
apartment,|Benito Juárez|Distrito Federal|México|,"19.3713214,-99.1409854",3204800,MXN,74
house,|Álvaro Obregón|Distrito Federal|México|,"19.321035,-99.2047356",32000000,MXN,557
apartment,|Benito Juárez|Distrito Federal|México|,"19.395261,-99.153153",2506666,MXN,90
apartment,|Coyoacán|Distrito Federal|México|,,3107000,MXN,82
apartment,|Solidaridad|Quintana Roo|México|,"20.632658742,-87.0733720064",260000,USD,110
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446313,-99.14006",405108,MXN,48
apartment,|Benito Juárez|Distrito Federal|México|,"19.367931,-99.170262",2290000,MXN,120
apartment,|Benito Juárez|Quintana Roo|México|,"21.143755,-86.8612012",1978000,MXN,105
apartment,|Tláhuac|Distrito Federal|México|,"19.305449,-99.051736",400000,MXN,50
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.453142,-99.180214",1000000,MXN,68
apartment,|Benito Juárez|Distrito Federal|México|,"19.367025,-99.170349",3150000,MXN,110
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.378533,-99.187561",891000,MXN,80
apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",4335000,MXN,179
house,|Benito Juárez|Quintana Roo|México|,"21.1114360311,-86.8470686674",4115000,MXN,236
apartment,|Benito Juárez|Distrito Federal|México|,"19.392172,-99.154625",2460000,MXN,120
apartment,|Azcapotzalco|Distrito Federal|México|,,1146184,MXN,46
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.410419,-99.194748",494000,MXN,60
apartment,|Benito Juárez|Distrito Federal|México|,,2019000,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.411112,-99.193066",1180000,MXN,70
house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",980000,USD,698
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.429273,-99.191393",1200000,USD,170
apartment,|Iztapalapa|Distrito Federal|México|,"19.374144,-99.024486",513000,MXN,42
apartment,|Benito Juárez|Distrito Federal|México|,"19.389067,-99.162824",1603200,MXN,80
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.443178,-99.144234",1127000,MXN,48
apartment,|Tulum|Quintana Roo|México|,"20.2035076138,-87.45647192",238000,USD,115
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",1750000,MXN,161
house,|Coyoacán|Distrito Federal|México|,"19.315626,-99.10273",1660000,MXN,240
house,|Venustiano Carranza|Distrito Federal|México|,"19.416372,-99.115206",2908666,MXN,95
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3404477,-99.1297322",3180000,MXN,100
house,|Benito Juárez|Quintana Roo|México|,"21.1536213,-86.840701",1550000,MXN,170
store,|Coyoacán|Distrito Federal|México|,"19.3437444,-99.1561883",4500000,MXN,645
house,|Álvaro Obregón|Distrito Federal|México|,"19.344201,-99.189162",17250000,MXN,500
apartment,|Benito Juárez|Quintana Roo|México|,"21.11058929,-86.8537387843",5545250,MXN,331
apartment,|Miguel Hidalgo|Distrito Federal|México|,,6500000,MXN,130
apartment,|Benito Juárez|Distrito Federal|México|,,5990000,MXN,135
house,|Gustavo A. Madero|Distrito Federal|México|,"19.520214,-99.135933",,,0
house,|Tlalpan|Distrito Federal|México|,"19.1999418,-99.1483827",5500000,MXN,280
apartment,|Gustavo A. Madero|Distrito Federal|México|,,490000,MXN,48
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6344911543,-87.0722669363",167500,USD,
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.341894,-99.224525",4500000,MXN,101
apartment,|Iztacalco|Distrito Federal|México|,"19.410307,-99.065399",820000,MXN,50
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.443592,-99.121407",898691,MXN,43
house,|Miguel Hidalgo|Distrito Federal|México|,"19.4010793,-99.2480728",32000000,MXN,1110
apartment,|Benito Juárez|Distrito Federal|México|,"19.403334,-99.145021",1245740,MXN,153
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.456454,-99.123252",598000,MXN,65
house,|Azcapotzalco|Distrito Federal|México|,"19.478311,-99.210655",1424000,MXN,143
apartment,|Coyoacán|Distrito Federal|México|,"19.317887,-99.135625",1634968,MXN,60
apartment,|Coyoacán|Distrito Federal|México|,"19.323772,-99.116562",980000,MXN,77
house,|Tlalpan|Distrito Federal|México|,"19.269906,-99.235882",3000000,MXN,240
apartment,|Iztapalapa|Distrito Federal|México|,"19.38855,-99.055877",490490,MXN,45
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3627981,-99.2650096",8051430,MXN,180
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443178,-99.20237",7927625,MXN,243
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.417364,-99.159454",3050000,MXN,89
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4095028,-99.2272939",15555000,MXN,
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.443592,-99.121407",250000,MXN,47
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",2590000,MXN,207
apartment,|Benito Juárez|Quintana Roo|México|,"21.1706119,-86.8138431",420000,USD,224
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.448311,-99.157021",510000,MXN,69
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.422758,-99.226384",789000,USD,380
apartment,|Solidaridad|Quintana Roo|México|,"20.6313202,-87.0948868",150000,USD,0
apartment,|Coyoacán|Distrito Federal|México|,"19.352333,-99.121169",1174515,MXN,80
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.392937,-99.263313",2700000,MXN,64
apartment,|Benito Juárez|Distrito Federal|México|,"19.367424,-99.185753",3830000,MXN,84
house,|Coyoacán|Distrito Federal|México|,"19.311453,-99.114996",1750000,MXN,220
apartment,|Coyoacán|Distrito Federal|México|,"19.309208,-99.171906",1130000,MXN,63
house,|Iztapalapa|Distrito Federal|México|,"19.375563,-99.101135",1200000,MXN,134
apartment,|Miguel Hidalgo|Distrito Federal|México|,,789750,USD,111
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443178,-99.20237",2974852,MXN,85
apartment,|Benito Juárez|Distrito Federal|México|,"19.378864,-99.170313",5300000,MXN,110
apartment,|Tlalpan|Distrito Federal|México|,"19.298168,-99.113106",1790000,MXN,57
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3900391,-99.2550479",6800000,MXN,0
house,|Coyoacán|Distrito Federal|México|,"19.309208,-99.171906",7500000,MXN,320
apartment,|Solidaridad|Quintana Roo|México|,"20.648594,-87.059929",330000,USD,95
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3833145,-99.1971532",2105700,MXN,
apartment,|Tláhuac|Distrito Federal|México|,"19.2990233,-99.0436467",1013300,MXN,60
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.366505,-99.222297",1284280,MXN,72
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.478469,-99.116014",3200000,MXN,116
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.431629,-99.162762",2035000,MXN,100
apartment,|Álvaro Obregón|Distrito Federal|México|,,610742,MXN,54
apartment,|Benito Juárez|Distrito Federal|México|,"19.400785,-99.147419",1004878,MXN,120
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.486329,-99.086792",390400,MXN,50
house,|Tláhuac|Distrito Federal|México|,"19.302132,-99.038153",2280000,MXN,220
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4301421,-99.109777",800000,MXN,61
apartment,|Benito Juárez|Distrito Federal|México|,"19.361269,-99.1719297",5669500,MXN,94
apartment,|Azcapotzalco|Distrito Federal|México|,"19.498246,-99.202133",676000,MXN,77
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.333981,-99.233654",1722000,MXN,91
house,|Tlalpan|Distrito Federal|México|,"19.272315,-99.166139",2329400,MXN,170
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386836,-99.217824",1858000,MXN,60
house,|Solidaridad|Quintana Roo|México|,"20.6338485574,-87.0672297478",6000000,USD,0
apartment,|Álvaro Obregón|Distrito Federal|México|,,1436666,MXN,80
house,|La Magdalena Contreras|Distrito Federal|México|,"19.312578,-99.236298",7450000,MXN,146
apartment,|Tlalpan|Distrito Federal|México|,"19.291903,-99.124191",600000,MXN,75
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6205688864,-87.0783920284",255000,USD,60
house,|Benito Juárez|Quintana Roo|México|,"21.1027119116,-86.8629654497",3450000,MXN,250
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.341894,-99.224525",2969000,MXN,91
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.392937,-99.263313",475000,USD,275
apartment,|Miguel Hidalgo|Distrito Federal|México|,"23.634501,-102.552788",1053676,USD,229
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.506042,-99.153915",2000000,MXN,58
apartment,|Tlalpan|Distrito Federal|México|,"19.271467,-99.146309",2396000,MXN,97
apartment,|Azcapotzalco|Distrito Federal|México|,"19.48314,-99.211139",1250000,MXN,54
apartment,|Benito Juárez|Distrito Federal|México|,"19.371543,-99.141669",1140000,MXN,1271
apartment,|Álvaro Obregón|Distrito Federal|México|,,2106000,MXN,70
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.417364,-99.159454",4925800,MXN,78
house,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",6300000,MXN,228
house,|Benito Juárez|Quintana Roo|México|,"21.1456272,-86.8466999",1450000,MXN,168
house,|Miguel Hidalgo|Distrito Federal|México|,"19.4095028,-99.2272939",2700000,USD,
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3850122,-99.2539646",800000,USD,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.364891,-99.148384",1260000,MXN,80
apartment,|Azcapotzalco|Distrito Federal|México|,"19.472155,-99.161186",1785000,MXN,65
house,|Benito Juárez|Quintana Roo|México|,"21.1983978,-86.826621",1895000,MXN,144
apartment,|Iztapalapa|Distrito Federal|México|,"19.321644,-99.044846",489600,MXN,52
house,|Chetumal|Othón P. Blanco|Quintana Roo|México|,"18.501774,-88.290058",1200000,MXN,200
apartment,|Benito Juárez|Distrito Federal|México|,"19.387245,-99.147388",2350000,MXN,145
house,|Gustavo A. Madero|Distrito Federal|México|,,,,0
house,|Tulum|Quintana Roo|México|,"20.1951503595,-87.4699687958",295000,USD,130
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.315436,-99.220976",2800000,MXN,242
apartment,|Benito Juárez|Distrito Federal|México|,"19.3926197,-99.1592449",3254960,MXN,
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4306069,-99.0949899",2221858,MXN,61
house,|Benito Juárez|Distrito Federal|México|,"19.379618,-99.187545",1710000,MXN,150
house,|Cancún|Benito Juárez|Quintana Roo|México|,,1200000,USD,504
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.363542,-99.224084",1070800,MXN,70
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.430132,-99.169144",8350000,MXN,147
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4158245484,-99.1765344143",8000000,MXN,140
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.439858,-99.150241",516000,MXN,50
house,|Benito Juárez|Quintana Roo|México|,"21.139641,-86.879738",450000,USD,520
apartment,|Azcapotzalco|Distrito Federal|México|,"19.504985,-99.208557",460000,MXN,60
store,|Gustavo A. Madero|Distrito Federal|México|,"19.486397,-99.117309",4000000,USD,500
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3782794,-99.2768399",34920950,MXN,426
house,|Benito Juárez|Quintana Roo|México|,"21.1295466,-86.8170132",510000,USD,540
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.403193,-99.155647",1194735,MXN,42
house,|Cuajimalpa de Morelos|Distrito Federal|México|,,790000,USD,500
apartment,|Benito Juárez|Quintana Roo|México|,"20.898938,-86.8533",540000,USD,170
apartment,|Solidaridad|Quintana Roo|México|,"20.6369485603,-87.064100951",240000,USD,91
apartment,|Iztapalapa|Distrito Federal|México|,"19.317534,-99.058491",656000,MXN,60
apartment,|Tlalpan|Distrito Federal|México|,"19.286619,-99.152534",2680000,MXN,110
house,|Tulum|Quintana Roo|México|,"20.257044,-87.399554",1890000,USD,650
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.450827,-99.156468",1113600,MXN,70
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.466393,-99.142185",839000,MXN,45
house,|Solidaridad|Quintana Roo|México|,"20.626238,-87.09655",3300000,MXN,159
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446829,-99.159454",2311800,MXN,67
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",10600000,MXN,236
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.404661,-99.133858",1117655,MXN,36
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.36867,-99.218886",1460000,MXN,86
house,|Iztapalapa|Distrito Federal|México|,"19.374413,-99.105499",3350000,MXN,200
house,|Tlalpan|Distrito Federal|México|,"19.298899,-99.208048",3930000,MXN,300
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.439716,-99.152892",452390,MXN,11
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3736979,-99.1933122",2906381,MXN,60
house,|Benito Juárez|Quintana Roo|México|,"21.139271,-86.859673",8500000,MXN,0
house,|Cuauhtémoc|Distrito Federal|México|,"19.553321,-99.137827",2070000,MXN,144
apartment,|Solidaridad|Quintana Roo|México|,"20.632222,-87.06714",435000,USD,235
apartment,|Coyoacán|Distrito Federal|México|,"19.305984,-99.127341",2037000,MXN,90
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6350222984,-87.0685000416",159000,USD,0
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.366934,-99.291958",1950000,MXN,92
house,|Benito Juárez|Quintana Roo|México|,"21.139086,-86.84964",7300000,MXN,420
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.490054,-99.093551",720000,MXN,59
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.442027,-99.185897",4200000,MXN,90
apartment,|Solidaridad|Quintana Roo|México|,,425000,USD,124
house,|Tlalpan|Distrito Federal|México|,,3744400,MXN,598
house,|Tlalpan|Distrito Federal|México|,"19.271481,-99.175369",2000000,USD,630
house,|Benito Juárez|Distrito Federal|México|,"19.386795,-99.189358",6599900,MXN,220
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.432657,-99.177444",3960000,MXN,82
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",7900000,MXN,150
apartment,|Iztacalco|Distrito Federal|México|,"19.399226,-99.134352",636000,MXN,70
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446829,-99.159454",1980000,MXN,85
house,|Álvaro Obregón|Distrito Federal|México|,"19.3443,-99.233696",3700000,MXN,300
apartment,|Benito Juárez|Distrito Federal|México|,"19.386821,-99.164805",3110000,MXN,50
house,|Tlalpan|Distrito Federal|México|,"19.275882,-99.148657",8900000,MXN,519
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.402944,-99.199727",1139400,MXN,70
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,3735000,MXN,83
apartment,|Iztacalco|Distrito Federal|México|,"19.381259203,-99.1038592905",820000,MXN,80
apartment,|Tláhuac|Distrito Federal|México|,"19.2990233,-99.0436467",1509832,MXN,117
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.38499,-99.227853",2400000,MXN,80
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6351228,-87.070296",265000,USD,
house,|Coyoacán|Distrito Federal|México|,"19.3439785,-99.1248628",5800000,MXN,512
apartment,|Solidaridad|Quintana Roo|México|,"20.6314990395,-87.0707702637",285000,USD,180
house,|Azcapotzalco|Distrito Federal|México|,"19.503164,-99.174332",2550000,MXN,180
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.339581,-99.197517",6700000,MXN,210
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.5235528917,-99.1558814049",619000,MXN,
apartment,|Benito Juárez|Distrito Federal|México|,"19.380798,-99.18286",3450000,MXN,108
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4264,-99.223349",12500000,MXN,190
house,|Cozumel|Quintana Roo|México|,,1350000,MXN,250
house,|Xochimilco|Distrito Federal|México|,"19.2686525172,-99.1396057606",2550000,MXN,160
house,|Benito Juárez|Quintana Roo|México|,"21.139641,-86.879738",2150000,MXN,150
apartment,|Azcapotzalco|Distrito Federal|México|,"19.47517,-99.152534",2361198,MXN,63
house,|Tláhuac|Distrito Federal|México|,"19.2963642,-99.023599",760000,MXN,
apartment,|Coyoacán|Distrito Federal|México|,"19.354509,-99.149765",10000000,MXN,293
house,|Cuauhtémoc|Distrito Federal|México|,"19.4468279,-99.1594532",21000000,MXN,800
house,|Cuauhtémoc|Distrito Federal|México|,"19.413992,-99.138695",1420000,MXN,140
apartment,|Benito Juárez|Distrito Federal|México|,"19.383915,-99.173846",2774618,MXN,52
house,|Solidaridad|Quintana Roo|México|,,1750000,MXN,270
house,|Solidaridad|Quintana Roo|México|,"20.6194263236,-87.1027529253",1750000,MXN,120
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.417364,-99.159454",7150000,MXN,117
house,|Benito Juárez|Quintana Roo|México|,"21.135636,-86.835813",1000000,MXN,150
apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",3750000,MXN,147
house,|Coyoacán|Distrito Federal|México|,"19.3163928,-99.1028813",1950000,MXN,
house,|Benito Juárez|Quintana Roo|México|,,1500000,MXN,260
house,|Benito Juárez|Quintana Roo|México|,"21.082655,-86.857162",2800000,MXN,220
house,|Benito Juárez|Quintana Roo|México|,"21.158344,-86.821671",1960000,USD,
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446256,-99.147767",930666,MXN,70
house,|Coyoacán|Distrito Federal|México|,"19.2976171,-99.1575957",8600000,MXN,300
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.401366,-99.18064",1923334,MXN,80
house,|Benito Juárez|Distrito Federal|México|,"19.391673,-99.140788",2350000,MXN,100
apartment,|Benito Juárez|Distrito Federal|México|,"19.40099,-99.161174",4746300,MXN,108
apartment,|Álvaro Obregón|Distrito Federal|México|,,11100000,MXN,201
house,|Benito Juárez|Quintana Roo|México|,"20.873659,-86.892299",1100000,MXN,103
apartment,|Gustavo A. Madero|Distrito Federal|México|,,350000,MXN,43
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.518489,-99.129307",830270,MXN,47
apartment,|Iztacalco|Distrito Federal|México|,"19.396727,-99.115875",1475000,MXN,55
apartment,|Benito Juárez|Distrito Federal|México|,,3400000,MXN,
apartment,|Coyoacán|Distrito Federal|México|,"19.348122,-99.125716",1684661,MXN,75
apartment,|Benito Juárez|Quintana Roo|México|,"21.196655,-86.823288",250000,MXN,70
apartment,|Iztapalapa|Distrito Federal|México|,,623645,MXN,55
apartment,|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",310000,USD,52
store,|Venustiano Carranza|Distrito Federal|México|,"19.420584,-99.124863",,,3
house,|Tlalpan|Distrito Federal|México|,"19.284221,-99.168132",1130000,USD,484
house,|Solidaridad|Quintana Roo|México|,"20.618486,-87.078083",2495000,USD,200
house,|Iztacalco|Distrito Federal|México|,"19.379943,-99.123549",2098347,MXN,74
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.38974,-99.253023",16900000,MXN,305
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.361719,-99.283409",,,0
house,|Miguel Hidalgo|Distrito Federal|México|,"19.4037619,-99.2513326",760000,USD,480
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4526892,-99.1179867",1750000,MXN,77
house,|Coyoacán|Distrito Federal|México|,"19.304039,-99.163035",2450000,MXN,187
apartment,|Benito Juárez|Distrito Federal|México|,"19.39912,-99.141464",4300500,MXN,74
house,|Iztapalapa|Distrito Federal|México|,"19.379581,-99.127742",2081620,MXN,161
apartment,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",2898656,MXN,62
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.424719,-99.06065",700000,MXN,51
house,|Benito Juárez|Quintana Roo|México|,"21.15638,-86.859047",650000,MXN,0
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.405298,-99.164986",2969350,MXN,52
apartment,|Miguel Hidalgo|Distrito Federal|México|,,957570,USD,0
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",450000,USD,1
house,|Solidaridad|Quintana Roo|México|,"20.618761,-87.10403",2962440,MXN,175
house,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",5817600,MXN,526
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.401819,-99.184615",1381000,MXN,75
house,|Othón P. Blanco|Quintana Roo|México|,"18.517494,-88.291428",1800000,MXN,200
apartment,|Miguel Hidalgo|Distrito Federal|México|,"23.634501,-102.552788",2174208,USD,340
house,|Álvaro Obregón|Distrito Federal|México|,"19.3633984,-99.2178363",4650000,MXN,238
house,|Coyoacán|Distrito Federal|México|,"19.339132,-99.141564",4500000,MXN,190
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.443592,-99.121407",898691,MXN,43
apartment,|Benito Juárez|Quintana Roo|México|,"21.1219027969,-86.7695245746",350000,USD,140
house,|Benito Juárez|Quintana Roo|México|,,2800000,MXN,250
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3935344356,-99.2650692265",20000000,MXN,271
apartment,|Benito Juárez|Distrito Federal|México|,"19.388044,-99.185753",770000,MXN,63
apartment,|Tláhuac|Distrito Federal|México|,"19.2833321409,-99.0550169349",148500,MXN,49
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.33923,-99.218987",3550000,MXN,100
house,|Tlalpan|Distrito Federal|México|,"19.3008,-99.193624",12980000,MXN,252
house,|Gustavo A. Madero|Distrito Federal|México|,"19.500344,-99.097421",1570000,MXN,126
house,|Iztapalapa|Distrito Federal|México|,"19.31725,-99.079622",1115500,MXN,200
apartment,|Benito Juárez|Distrito Federal|México|,"19.3638234,-99.1444714",2295000,MXN,79
house,|Coyoacán|Distrito Federal|México|,"19.339791,-99.145942",4900000,MXN,176
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4332386,-99.1933503",1364000,USD,200
apartment,|Benito Juárez|Distrito Federal|México|,,5485300,MXN,152
apartment,|Benito Juárez|Distrito Federal|México|,"19.381729,-99.164986",4828156,MXN,118
house,|La Magdalena Contreras|Distrito Federal|México|,"19.3251419,-99.2229219",14000000,MXN,484
house,|Venustiano Carranza|Distrito Federal|México|,"19.428152,-99.106194",1182000,MXN,187
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.444366,-99.202733",9403995,MXN,288
apartment,|Azcapotzalco|Distrito Federal|México|,"19.472155,-99.161186",1775000,MXN,65
apartment,|Benito Juárez|Distrito Federal|México|,"19.382956,-99.145972",1475000,MXN,60
house,|Miguel Hidalgo|Distrito Federal|México|,"19.423365,-99.224539",6472000,MXN,300
apartment,|Benito Juárez|Quintana Roo|México|,"21.196655,-86.823288",180000,MXN,60
house,|Tabasco|Zacatecas|México|,"23.634501,-102.552788",1300000,MXN,114
apartment,|Benito Juárez|Distrito Federal|México|,"19.40099,-99.161174",2323333,MXN,175
house,|Miguel Hidalgo|Distrito Federal|México|,,24900000,MXN,700
house,|Miguel Hidalgo|Distrito Federal|México|,"19.422113,-99.181889",2870000,MXN,230
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.333981,-99.233654",1722000,MXN,91
apartment,|Iztacalco|Distrito Federal|México|,"19.383966,-99.101121",562000,MXN,55
house,|Xochimilco|Distrito Federal|México|,"19.274469,-99.145755",4137334,MXN,250
apartment,|Benito Juárez|Distrito Federal|México|,"19.391819,-99.188639",2469517,MXN,105
house,|Coyoacán|Distrito Federal|México|,"19.310925,-99.126762",1798667,MXN,100
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.378786,-99.208595",1200000,MXN,82
apartment,|Benito Juárez|Distrito Federal|México|,"19.380644,-99.179176",500000,MXN,41
apartment,|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",233950,USD,59
apartment,|Cozumel|Quintana Roo|México|,"20.5057520556,-86.9545635581",45000,USD,72
apartment,|Benito Juárez|Quintana Roo|México|,"21.0469806,-86.7826767",110000,USD,46
apartment,|Azcapotzalco|Distrito Federal|México|,,735200,MXN,57
apartment,|Coyoacán|Distrito Federal|México|,"19.348122,-99.125716",1648660,MXN,85
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4280541559,-99.1740687479",4500000,MXN,
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.452301,-99.207422",750000,MXN,56
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.337386,-99.205912",5200000,MXN,126
house,|Iztapalapa|Distrito Federal|México|,"19.362488,-99.108269",2570500,MXN,250
